age,n,group
18,34,bottom
19,34,bottom
20,34,bottom
21,34,bottom
22,34,bottom
23,34,bottom
24,34,bottom
25,34,bottom
26,34,bottom
27,34,bottom
28,34,bottom
29,34,bottom
30,34,bottom
31,35,bottom
32,43,bottom
33,50,bottom
34,63,bottom
35,67,bottom
36,67,bottom
37,67,bottom
38,67,bottom
39,67,bottom
40,67,bottom
41,67,bottom
42,67,bottom
43,67,bottom
44,67,bottom
45,67,bottom
46,67,bottom
47,67,bottom
48,67,bottom
49,67,bottom
50,67,bottom
0,21,middle
1,35,middle
2,48,middle
3,63,middle
4,79,middle
5,107,middle
6,120,middle
7,137,middle
8,174,middle
9,203,middle
10,233,middle
11,258,middle
12,276,middle
13,293,middle
14,311,middle
15,315,middle
16,316,middle
17,316,middle
18,316,middle
19,316,middle
20,316,middle
21,316,middle
22,316,middle
23,316,middle
24,316,middle
25,316,middle
26,316,middle
27,316,middle
28,316,middle
29,316,middle
30,316,middle
31,316,middle
32,316,middle
33,316,middle
34,316,middle
35,316,middle
36,316,middle
37,316,middle
38,316,middle
39,316,middle
40,316,middle
41,316,middle
42,316,middle
43,316,middle
44,316,middle
45,316,middle
46,316,middle
47,316,middle
48,316,middle
49,316,middle
50,316,middle
0,3,middle
1,12,middle
2,23,middle
3,44,middle
4,56,middle
5,71,middle
6,86,middle
7,96,middle
8,115,middle
9,126,middle
10,133,middle
11,143,middle
12,156,middle
13,162,middle
14,166,middle
15,172,middle
16,190,middle
17,200,middle
18,205,middle
19,208,middle
20,211,middle
21,215,middle
22,216,middle
23,219,middle
24,221,middle
25,223,middle
26,224,middle
27,224,middle
28,224,middle
29,224,middle
30,225,middle
31,225,middle
32,225,middle
33,225,middle
34,225,middle
35,225,middle
36,225,middle
37,225,middle
38,225,middle
39,225,middle
40,225,middle
41,225,middle
42,225,middle
43,225,middle
44,225,middle
45,225,middle
46,225,middle
47,225,middle
48,225,middle
49,225,middle
50,225,middle
0,1,middle
1,8,middle
2,10,middle
3,14,middle
4,23,middle
5,33,middle
6,63,middle
7,94,middle
8,137,middle
9,180,middle
10,225,middle
11,263,middle
12,306,middle
13,347,middle
14,381,middle
15,417,middle
16,417,middle
17,417,middle
18,418,middle
19,419,middle
20,421,middle
21,424,middle
22,428,middle
23,434,middle
24,439,middle
25,443,middle
26,444,middle
27,444,middle
28,448,middle
29,452,middle
30,465,middle
31,473,middle
32,478,middle
33,485,middle
34,493,middle
35,501,middle
36,501,middle
37,501,middle
38,501,middle
39,501,middle
40,501,middle
41,501,middle
42,501,middle
43,501,middle
44,501,middle
45,501,middle
46,501,middle
47,501,middle
48,501,middle
49,501,middle
50,501,middle
0,8,top
1,56,top
2,102,top
3,136,top
4,171,top
5,208,top
6,246,top
7,286,top
8,325,top
9,369,top
10,406,top
11,459,top
12,510,top
13,553,top
14,592,top
15,621,top
16,657,top
17,683,top
18,697,top
19,725,top
20,748,top
21,769,top
22,786,top
23,808,top
24,827,top
25,852,top
26,870,top
27,877,top
28,877,top
29,877,top
30,877,top
31,877,top
32,877,top
33,877,top
34,877,top
35,877,top
36,877,top
37,877,top
38,877,top
39,877,top
40,877,top
41,877,top
42,877,top
43,877,top
44,877,top
45,877,top
46,877,top
47,877,top
48,877,top
49,877,top
50,877,top
0,16,middle
1,57,middle
2,91,middle
3,124,middle
4,158,middle
5,186,middle
6,206,middle
7,230,middle
8,265,middle
9,298,middle
10,333,middle
11,345,middle
12,345,middle
13,345,middle
14,345,middle
15,345,middle
16,345,middle
17,345,middle
18,345,middle
19,345,middle
20,345,middle
21,345,middle
22,345,middle
23,345,middle
24,345,middle
25,345,middle
26,345,middle
27,345,middle
28,345,middle
29,345,middle
30,345,middle
31,345,middle
32,345,middle
33,345,middle
34,345,middle
35,345,middle
36,345,middle
37,345,middle
38,345,middle
39,345,middle
40,345,middle
41,345,middle
42,345,middle
43,345,middle
44,345,middle
45,345,middle
46,345,middle
47,345,middle
48,345,middle
49,345,middle
50,345,middle
0,7,middle
1,23,middle
2,36,middle
3,42,middle
4,47,middle
5,56,middle
6,62,middle
7,65,middle
8,71,middle
9,85,middle
10,97,middle
11,111,middle
12,117,middle
13,123,middle
14,132,middle
15,138,middle
16,140,middle
17,156,middle
18,161,middle
19,163,middle
20,163,middle
21,163,middle
22,163,middle
23,163,middle
24,163,middle
25,163,middle
26,163,middle
27,163,middle
28,163,middle
29,163,middle
30,163,middle
31,163,middle
32,163,middle
33,163,middle
34,163,middle
35,163,middle
36,163,middle
37,163,middle
38,163,middle
39,163,middle
40,163,middle
41,163,middle
42,163,middle
43,163,middle
44,163,middle
45,163,middle
46,163,middle
47,163,middle
48,163,middle
49,163,middle
50,163,middle
0,19,bottom
1,31,bottom
2,32,bottom
3,32,bottom
4,34,bottom
5,35,bottom
6,35,bottom
7,35,bottom
8,36,bottom
9,36,bottom
10,37,bottom
11,38,bottom
12,38,bottom
13,38,bottom
14,38,bottom
15,38,bottom
16,38,bottom
17,38,bottom
18,38,bottom
19,38,bottom
20,38,bottom
21,38,bottom
22,38,bottom
23,38,bottom
24,38,bottom
25,38,bottom
26,38,bottom
27,38,bottom
28,38,bottom
29,38,bottom
30,38,bottom
31,38,bottom
32,38,bottom
33,38,bottom
34,38,bottom
35,38,bottom
36,38,bottom
37,38,bottom
38,38,bottom
39,38,bottom
40,38,bottom
41,38,bottom
42,38,bottom
43,38,bottom
44,38,bottom
45,38,bottom
46,38,bottom
47,38,bottom
48,38,bottom
49,38,bottom
50,38,bottom
0,5,middle
1,18,middle
2,26,middle
3,42,middle
4,61,middle
5,77,middle
6,84,middle
7,103,middle
8,112,middle
9,124,middle
10,129,middle
11,144,middle
12,173,middle
13,179,middle
14,191,middle
15,197,middle
16,197,middle
17,199,middle
18,201,middle
19,205,middle
20,206,middle
21,206,middle
22,206,middle
23,207,middle
24,207,middle
25,207,middle
26,207,middle
27,207,middle
28,207,middle
29,208,middle
30,208,middle
31,208,middle
32,208,middle
33,208,middle
34,208,middle
35,208,middle
36,208,middle
37,208,middle
38,208,middle
39,208,middle
40,208,middle
41,208,middle
42,208,middle
43,208,middle
44,208,middle
45,208,middle
46,208,middle
47,208,middle
48,208,middle
49,208,middle
50,208,middle
0,2,middle
1,3,middle
2,8,middle
3,11,middle
4,14,middle
5,19,middle
6,23,middle
7,29,middle
8,40,middle
9,50,middle
10,67,middle
11,75,middle
12,83,middle
13,97,middle
14,110,middle
15,118,middle
16,132,middle
17,143,middle
18,150,middle
19,152,middle
20,152,middle
21,152,middle
22,152,middle
23,152,middle
24,152,middle
25,152,middle
26,152,middle
27,152,middle
28,152,middle
29,152,middle
30,152,middle
31,152,middle
32,152,middle
33,152,middle
34,152,middle
35,152,middle
36,152,middle
37,152,middle
38,152,middle
39,152,middle
40,152,middle
41,152,middle
42,152,middle
43,152,middle
44,152,middle
45,152,middle
46,152,middle
47,152,middle
48,152,middle
49,152,middle
50,152,middle
0,4,bottom
1,20,bottom
2,24,bottom
3,35,bottom
4,44,bottom
5,49,bottom
6,55,bottom
7,55,bottom
8,61,bottom
9,64,bottom
10,65,bottom
11,68,bottom
12,68,bottom
13,68,bottom
14,68,bottom
15,73,bottom
16,75,bottom
17,75,bottom
18,75,bottom
19,75,bottom
20,75,bottom
21,75,bottom
22,75,bottom
23,75,bottom
24,75,bottom
25,75,bottom
26,76,bottom
27,76,bottom
28,76,bottom
29,76,bottom
30,76,bottom
31,76,bottom
32,79,bottom
33,80,bottom
34,80,bottom
35,80,bottom
36,80,bottom
37,80,bottom
38,80,bottom
39,80,bottom
40,80,bottom
41,80,bottom
42,80,bottom
43,80,bottom
44,80,bottom
45,80,bottom
46,80,bottom
47,80,bottom
48,80,bottom
49,80,bottom
50,80,bottom
0,4,middle
1,23,middle
2,43,middle
3,60,middle
4,81,middle
5,115,middle
6,136,middle
7,155,middle
8,173,middle
9,194,middle
10,211,middle
11,229,middle
12,250,middle
13,270,middle
14,283,middle
15,295,middle
16,304,middle
17,313,middle
18,318,middle
19,327,middle
20,335,middle
21,342,middle
22,350,middle
23,353,middle
24,360,middle
25,364,middle
26,367,middle
27,370,middle
28,375,middle
29,379,middle
30,379,middle
31,380,middle
32,380,middle
33,380,middle
34,380,middle
35,380,middle
36,380,middle
37,380,middle
38,380,middle
39,380,middle
40,380,middle
41,380,middle
42,380,middle
43,380,middle
44,380,middle
45,380,middle
46,380,middle
47,380,middle
48,380,middle
49,380,middle
50,380,middle
0,6,middle
1,10,middle
2,11,middle
3,20,middle
4,21,middle
5,21,middle
6,26,middle
7,39,middle
8,47,middle
9,55,middle
10,67,middle
11,72,middle
12,80,middle
13,83,middle
14,97,middle
15,106,middle
16,111,middle
17,115,middle
18,118,middle
19,125,middle
20,133,middle
21,138,middle
22,146,middle
23,155,middle
24,163,middle
25,164,middle
26,164,middle
27,164,middle
28,164,middle
29,164,middle
30,164,middle
31,164,middle
32,164,middle
33,164,middle
34,164,middle
35,164,middle
36,164,middle
37,164,middle
38,164,middle
39,164,middle
40,164,middle
41,164,middle
42,164,middle
43,164,middle
44,164,middle
45,164,middle
46,164,middle
47,164,middle
48,164,middle
49,164,middle
50,164,middle
0,1,middle
1,1,middle
2,1,middle
3,1,middle
4,1,middle
5,1,middle
6,1,middle
7,1,middle
8,1,middle
9,2,middle
10,17,middle
11,33,middle
12,61,middle
13,81,middle
14,107,middle
15,142,middle
16,182,middle
17,200,middle
18,232,middle
19,273,middle
20,292,middle
21,298,middle
22,298,middle
23,298,middle
24,298,middle
25,298,middle
26,299,middle
27,299,middle
28,299,middle
29,299,middle
30,300,middle
31,300,middle
32,300,middle
33,300,middle
34,300,middle
35,300,middle
36,300,middle
37,300,middle
38,300,middle
39,300,middle
40,300,middle
41,300,middle
42,300,middle
43,300,middle
44,300,middle
45,300,middle
46,300,middle
47,300,middle
48,300,middle
49,300,middle
50,300,middle
0,1,bottom
1,8,bottom
2,13,bottom
3,15,bottom
4,16,bottom
5,19,bottom
6,22,bottom
7,24,bottom
8,29,bottom
9,31,bottom
10,35,bottom
11,37,bottom
12,48,bottom
13,50,bottom
14,52,bottom
15,53,bottom
16,54,bottom
17,55,bottom
18,56,bottom
19,56,bottom
20,56,bottom
21,57,bottom
22,57,bottom
23,57,bottom
24,58,bottom
25,59,bottom
26,59,bottom
27,59,bottom
28,59,bottom
29,59,bottom
30,59,bottom
31,59,bottom
32,59,bottom
33,59,bottom
34,59,bottom
35,59,bottom
36,59,bottom
37,59,bottom
38,59,bottom
39,59,bottom
40,59,bottom
41,59,bottom
42,59,bottom
43,59,bottom
44,59,bottom
45,59,bottom
46,59,bottom
47,59,bottom
48,59,bottom
49,59,bottom
50,59,bottom
0,1,bottom
1,2,bottom
2,12,bottom
3,22,bottom
4,35,bottom
5,44,bottom
6,53,bottom
7,55,bottom
8,56,bottom
9,59,bottom
10,61,bottom
11,63,bottom
12,66,bottom
13,69,bottom
14,72,bottom
15,72,bottom
16,72,bottom
17,73,bottom
18,73,bottom
19,73,bottom
20,73,bottom
21,73,bottom
22,73,bottom
23,73,bottom
24,73,bottom
25,73,bottom
26,73,bottom
27,73,bottom
28,73,bottom
29,73,bottom
30,73,bottom
31,73,bottom
32,73,bottom
33,73,bottom
34,73,bottom
35,73,bottom
36,73,bottom
37,73,bottom
38,73,bottom
39,73,bottom
40,73,bottom
41,73,bottom
42,73,bottom
43,73,bottom
44,73,bottom
45,73,bottom
46,73,bottom
47,73,bottom
48,73,bottom
49,73,bottom
50,73,bottom
0,17,middle
1,26,middle
2,36,middle
3,47,middle
4,68,middle
5,81,middle
6,95,middle
7,112,middle
8,119,middle
9,123,middle
10,132,middle
11,139,middle
12,157,middle
13,165,middle
14,184,middle
15,205,middle
16,209,middle
17,213,middle
18,215,middle
19,215,middle
20,215,middle
21,215,middle
22,215,middle
23,215,middle
24,215,middle
25,215,middle
26,215,middle
27,216,middle
28,222,middle
29,222,middle
30,223,middle
31,224,middle
32,224,middle
33,224,middle
34,224,middle
35,224,middle
36,225,middle
37,225,middle
38,225,middle
39,225,middle
40,225,middle
41,225,middle
42,225,middle
43,225,middle
44,225,middle
45,225,middle
46,225,middle
47,225,middle
48,225,middle
49,225,middle
50,225,middle
0,23,middle
1,92,middle
2,159,middle
3,211,middle
4,256,middle
5,304,middle
6,348,middle
7,397,middle
8,438,middle
9,475,middle
10,508,middle
11,545,middle
12,571,middle
13,589,middle
14,614,middle
15,628,middle
16,650,middle
17,663,middle
18,676,middle
19,684,middle
20,688,middle
21,692,middle
22,696,middle
23,696,middle
24,696,middle
25,696,middle
26,696,middle
27,696,middle
28,696,middle
29,696,middle
30,696,middle
31,696,middle
32,696,middle
33,696,middle
34,696,middle
35,696,middle
36,696,middle
37,696,middle
38,696,middle
39,696,middle
40,696,middle
41,696,middle
42,697,middle
43,697,middle
44,697,middle
45,697,middle
46,697,middle
47,697,middle
48,697,middle
49,697,middle
50,697,middle
0,9,middle
1,11,middle
2,12,middle
3,18,middle
4,25,middle
5,30,middle
6,38,middle
7,41,middle
8,47,middle
9,57,middle
10,63,middle
11,69,middle
12,72,middle
13,77,middle
14,80,middle
15,88,middle
16,120,middle
17,139,middle
18,161,middle
19,183,middle
20,211,middle
21,218,middle
22,218,middle
23,218,middle
24,218,middle
25,218,middle
26,218,middle
27,218,middle
28,218,middle
29,218,middle
30,218,middle
31,218,middle
32,218,middle
33,218,middle
34,218,middle
35,218,middle
36,218,middle
37,218,middle
38,218,middle
39,218,middle
40,218,middle
41,219,middle
42,219,middle
43,219,middle
44,219,middle
45,219,middle
46,219,middle
47,219,middle
48,219,middle
49,219,middle
50,219,middle
0,4,middle
1,65,middle
2,149,middle
3,172,middle
4,193,middle
5,217,middle
6,246,middle
7,274,middle
8,298,middle
9,320,middle
10,341,middle
11,369,middle
12,400,middle
13,423,middle
14,446,middle
15,466,middle
16,488,middle
17,517,middle
18,541,middle
19,556,middle
20,568,middle
21,583,middle
22,600,middle
23,613,middle
24,641,middle
25,650,middle
26,650,middle
27,650,middle
28,650,middle
29,650,middle
30,650,middle
31,650,middle
32,651,middle
33,651,middle
34,651,middle
35,651,middle
36,651,middle
37,651,middle
38,651,middle
39,651,middle
40,651,middle
41,651,middle
42,651,middle
43,651,middle
44,651,middle
45,651,middle
46,651,middle
47,651,middle
48,651,middle
49,651,middle
50,651,middle
0,1,middle
1,24,middle
2,59,middle
3,94,middle
4,119,middle
5,152,middle
6,184,middle
7,211,middle
8,240,middle
9,278,middle
10,310,middle
11,337,middle
12,374,middle
13,409,middle
14,442,middle
15,480,middle
16,493,middle
17,514,middle
18,533,middle
19,541,middle
20,550,middle
21,550,middle
22,550,middle
23,550,middle
24,550,middle
25,550,middle
26,550,middle
27,550,middle
28,550,middle
29,550,middle
30,550,middle
31,550,middle
32,550,middle
33,550,middle
34,550,middle
35,551,middle
36,551,middle
37,551,middle
38,551,middle
39,551,middle
40,551,middle
41,551,middle
42,551,middle
43,551,middle
44,551,middle
45,551,middle
46,551,middle
47,551,middle
48,551,middle
49,551,middle
50,551,middle
0,1,middle
1,21,middle
2,48,middle
3,75,middle
4,90,middle
5,110,middle
6,126,middle
7,139,middle
8,157,middle
9,165,middle
10,176,middle
11,184,middle
12,189,middle
13,194,middle
14,200,middle
15,207,middle
16,212,middle
17,216,middle
18,225,middle
19,234,middle
20,239,middle
21,245,middle
22,252,middle
23,258,middle
24,260,middle
25,265,middle
26,270,middle
27,278,middle
28,291,middle
29,299,middle
30,309,middle
31,319,middle
32,324,middle
33,325,middle
34,328,middle
35,335,middle
36,342,middle
37,345,middle
38,348,middle
39,351,middle
40,352,middle
41,360,middle
42,365,middle
43,368,middle
44,369,middle
45,376,middle
46,377,middle
47,377,middle
48,377,middle
49,377,middle
50,377,middle
0,26,middle
1,78,middle
2,123,middle
3,167,middle
4,195,middle
5,226,middle
6,256,middle
7,290,middle
8,327,middle
9,348,middle
10,379,middle
11,407,middle
12,436,middle
13,453,middle
14,471,middle
15,492,middle
16,516,middle
17,540,middle
18,564,middle
19,592,middle
20,610,middle
21,633,middle
22,655,middle
23,693,middle
24,731,middle
25,771,middle
26,780,middle
27,780,middle
28,780,middle
29,780,middle
30,780,middle
31,780,middle
32,780,middle
33,780,middle
34,781,middle
35,781,middle
36,781,middle
37,781,middle
38,781,middle
39,781,middle
40,781,middle
41,781,middle
42,781,middle
43,781,middle
44,781,middle
45,781,middle
46,781,middle
47,781,middle
48,781,middle
49,781,middle
50,781,middle
0,13,middle
1,30,middle
2,60,middle
3,94,middle
4,124,middle
5,145,middle
6,171,middle
7,191,middle
8,212,middle
9,239,middle
10,248,middle
11,248,middle
12,248,middle
13,248,middle
14,248,middle
15,248,middle
16,248,middle
17,248,middle
18,248,middle
19,248,middle
20,248,middle
21,248,middle
22,248,middle
23,248,middle
24,248,middle
25,249,middle
26,249,middle
27,249,middle
28,249,middle
29,249,middle
30,249,middle
31,249,middle
32,249,middle
33,249,middle
34,249,middle
35,249,middle
36,249,middle
37,249,middle
38,249,middle
39,249,middle
40,249,middle
41,249,middle
42,249,middle
43,249,middle
44,249,middle
45,251,middle
46,252,middle
47,252,middle
48,252,middle
49,252,middle
50,252,middle
0,16,middle
1,34,middle
2,58,middle
3,88,middle
4,124,middle
5,166,middle
6,209,middle
7,219,middle
8,219,middle
9,219,middle
10,219,middle
11,219,middle
12,219,middle
13,219,middle
14,219,middle
15,219,middle
16,219,middle
17,219,middle
18,219,middle
19,219,middle
20,219,middle
21,219,middle
22,219,middle
23,219,middle
24,219,middle
25,220,middle
26,220,middle
27,220,middle
28,220,middle
29,220,middle
30,220,middle
31,220,middle
32,220,middle
33,220,middle
34,220,middle
35,220,middle
36,220,middle
37,220,middle
38,220,middle
39,221,middle
40,221,middle
41,221,middle
42,221,middle
43,221,middle
44,221,middle
45,221,middle
46,221,middle
47,221,middle
48,221,middle
49,221,middle
50,221,middle
0,18,top
1,62,top
2,81,top
3,104,top
4,133,top
5,157,top
6,194,top
7,234,top
8,262,top
9,302,top
10,334,top
11,366,top
12,400,top
13,452,top
14,494,top
15,527,top
16,549,top
17,558,top
18,568,top
19,578,top
20,598,top
21,619,top
22,642,top
23,658,top
24,671,top
25,685,top
26,687,top
27,693,top
28,706,top
29,708,top
30,709,top
31,711,top
32,712,top
33,713,top
34,714,top
35,714,top
36,714,top
37,714,top
38,718,top
39,718,top
40,719,top
41,719,top
42,719,top
43,719,top
44,719,top
45,719,top
46,719,top
47,719,top
48,719,top
49,719,top
50,719,top
0,2,middle
1,25,middle
2,49,middle
3,76,middle
4,102,middle
5,119,middle
6,139,middle
7,159,middle
8,181,middle
9,200,middle
10,224,middle
11,241,middle
12,269,middle
13,290,middle
14,314,middle
15,332,middle
16,351,middle
17,370,middle
18,385,middle
19,401,middle
20,414,middle
21,430,middle
22,446,middle
23,460,middle
24,481,middle
25,490,middle
26,490,middle
27,490,middle
28,490,middle
29,490,middle
30,490,middle
31,490,middle
32,490,middle
33,490,middle
34,490,middle
35,490,middle
36,490,middle
37,490,middle
38,490,middle
39,490,middle
40,490,middle
41,490,middle
42,490,middle
43,490,middle
44,490,middle
45,490,middle
46,490,middle
47,490,middle
48,490,middle
49,490,middle
50,490,middle
0,8,middle
1,17,middle
2,22,middle
3,26,middle
4,47,middle
5,74,middle
6,96,middle
7,109,middle
8,121,middle
9,133,middle
10,140,middle
11,163,middle
12,172,middle
13,186,middle
14,195,middle
15,221,middle
16,253,middle
17,286,middle
18,320,middle
19,340,middle
20,341,middle
21,348,middle
22,362,middle
23,375,middle
24,389,middle
25,395,middle
26,404,middle
27,420,middle
28,426,middle
29,427,middle
30,427,middle
31,427,middle
32,427,middle
33,427,middle
34,427,middle
35,427,middle
36,427,middle
37,427,middle
38,427,middle
39,427,middle
40,427,middle
41,428,middle
42,428,middle
43,428,middle
44,428,middle
45,428,middle
46,428,middle
47,428,middle
48,428,middle
49,428,middle
50,428,middle
0,4,top
1,37,top
2,60,top
3,97,top
4,137,top
5,174,top
6,209,top
7,240,top
8,289,top
9,328,top
10,368,top
11,387,top
12,415,top
13,454,top
14,485,top
15,515,top
16,531,top
17,555,top
18,577,top
19,590,top
20,607,top
21,627,top
22,640,top
23,663,top
24,683,top
25,705,top
26,728,top
27,745,top
28,745,top
29,745,top
30,746,top
31,747,top
32,747,top
33,747,top
34,747,top
35,747,top
36,747,top
37,747,top
38,747,top
39,747,top
40,747,top
41,747,top
42,747,top
