age,n,group
18,197,middle
19,197,middle
20,197,middle
21,197,middle
22,197,middle
23,197,middle
24,197,middle
25,197,middle
26,197,middle
27,197,middle
28,197,middle
29,197,middle
30,197,middle
31,197,middle
32,197,middle
33,197,middle
34,197,middle
35,197,middle
36,197,middle
37,197,middle
38,197,middle
39,197,middle
40,197,middle
41,197,middle
42,197,middle
43,197,middle
44,197,middle
45,197,middle
46,197,middle
47,197,middle
48,197,middle
49,197,middle
50,197,middle
0,6,middle
1,18,middle
2,29,middle
3,42,middle
4,52,middle
5,58,middle
6,66,middle
7,75,middle
8,83,middle
9,89,middle
10,100,middle
11,109,middle
12,121,middle
13,128,middle
14,131,middle
15,132,middle
16,137,middle
17,140,middle
18,150,middle
19,158,middle
20,163,middle
21,168,middle
22,175,middle
23,181,middle
24,182,middle
25,185,middle
26,185,middle
27,187,middle
28,188,middle
29,189,middle
30,189,middle
31,189,middle
32,189,middle
33,189,middle
34,189,middle
35,189,middle
36,189,middle
37,189,middle
38,189,middle
39,189,middle
40,189,middle
41,189,middle
42,189,middle
43,189,middle
44,189,middle
45,189,middle
46,189,middle
47,189,middle
48,189,middle
49,189,middle
50,189,middle
0,11,middle
1,23,middle
2,35,middle
3,50,middle
4,72,middle
5,85,middle
6,98,middle
7,114,middle
8,135,middle
9,149,middle
10,166,middle
11,185,middle
12,220,middle
13,232,middle
14,243,middle
15,248,middle
16,253,middle
17,256,middle
18,266,middle
19,271,middle
20,279,middle
21,287,middle
22,299,middle
23,311,middle
24,316,middle
25,316,middle
26,317,middle
27,317,middle
28,317,middle
29,317,middle
30,317,middle
31,317,middle
32,317,middle
33,317,middle
34,317,middle
35,317,middle
36,317,middle
37,317,middle
38,317,middle
39,317,middle
40,317,middle
41,317,middle
42,317,middle
43,317,middle
44,317,middle
45,317,middle
46,317,middle
47,317,middle
48,317,middle
49,317,middle
50,317,middle
0,18,middle
1,34,middle
2,51,middle
3,62,middle
4,86,middle
5,108,middle
6,128,middle
7,152,middle
8,177,middle
9,207,middle
10,230,middle
11,240,middle
12,255,middle
13,263,middle
14,264,middle
15,264,middle
16,264,middle
17,264,middle
18,264,middle
19,264,middle
20,264,middle
21,264,middle
22,264,middle
23,264,middle
24,264,middle
25,264,middle
26,264,middle
27,264,middle
28,264,middle
29,264,middle
30,264,middle
31,264,middle
32,264,middle
33,264,middle
34,264,middle
35,264,middle
36,264,middle
37,264,middle
38,264,middle
39,264,middle
40,264,middle
41,264,middle
42,264,middle
43,264,middle
44,264,middle
45,264,middle
46,264,middle
47,264,middle
48,264,middle
49,264,middle
50,264,middle
0,11,middle
1,31,middle
2,58,middle
3,84,middle
4,103,middle
5,130,middle
6,154,middle
7,201,middle
8,220,middle
9,250,middle
10,264,middle
11,264,middle
12,264,middle
13,264,middle
14,264,middle
15,264,middle
16,264,middle
17,264,middle
18,264,middle
19,264,middle
20,264,middle
21,264,middle
22,264,middle
23,264,middle
24,264,middle
25,264,middle
26,264,middle
27,264,middle
28,264,middle
29,264,middle
30,264,middle
31,264,middle
32,264,middle
33,264,middle
34,264,middle
35,264,middle
36,264,middle
37,264,middle
38,264,middle
39,264,middle
40,264,middle
41,264,middle
42,264,middle
43,264,middle
44,264,middle
45,264,middle
46,264,middle
47,264,middle
48,264,middle
49,264,middle
50,264,middle
0,8,bottom
1,23,bottom
2,31,bottom
3,37,bottom
4,37,bottom
5,37,bottom
6,37,bottom
7,37,bottom
8,37,bottom
9,37,bottom
10,37,bottom
11,37,bottom
12,37,bottom
13,37,bottom
14,37,bottom
15,37,bottom
16,37,bottom
17,37,bottom
18,37,bottom
19,37,bottom
20,37,bottom
21,38,bottom
22,38,bottom
23,38,bottom
24,38,bottom
25,38,bottom
26,38,bottom
27,38,bottom
28,38,bottom
29,38,bottom
30,38,bottom
31,38,bottom
32,38,bottom
33,38,bottom
34,38,bottom
35,38,bottom
36,38,bottom
37,38,bottom
38,38,bottom
39,38,bottom
40,38,bottom
41,38,bottom
42,38,bottom
43,38,bottom
44,38,bottom
45,38,bottom
46,38,bottom
47,38,bottom
48,38,bottom
49,38,bottom
50,38,bottom
0,12,middle
1,31,middle
2,48,middle
3,66,middle
4,82,middle
5,113,middle
6,144,middle
7,183,middle
8,203,middle
9,222,middle
10,240,middle
11,264,middle
12,292,middle
13,320,middle
14,352,middle
15,380,middle
16,403,middle
17,424,middle
18,451,middle
19,481,middle
20,502,middle
21,525,middle
22,540,middle
23,553,middle
24,569,middle
25,581,middle
26,584,middle
27,584,middle
28,586,middle
29,588,middle
30,591,middle
31,591,middle
32,591,middle
33,591,middle
34,591,middle
35,591,middle
36,591,middle
37,591,middle
38,591,middle
39,591,middle
40,591,middle
41,591,middle
42,591,middle
43,591,middle
44,591,middle
45,591,middle
46,591,middle
47,591,middle
48,591,middle
49,591,middle
50,591,middle
0,8,bottom
1,17,bottom
2,21,bottom
3,29,bottom
4,34,bottom
5,42,bottom
6,48,bottom
7,58,bottom
8,69,bottom
9,83,bottom
10,90,bottom
11,103,bottom
12,116,bottom
13,128,bottom
14,129,bottom
15,130,bottom
16,130,bottom
17,130,bottom
18,130,bottom
19,130,bottom
20,130,bottom
21,130,bottom
22,130,bottom
23,130,bottom
24,130,bottom
25,130,bottom
26,130,bottom
27,131,bottom
28,131,bottom
29,131,bottom
30,131,bottom
31,131,bottom
32,131,bottom
33,131,bottom
34,131,bottom
35,131,bottom
36,131,bottom
37,131,bottom
38,131,bottom
39,131,bottom
40,131,bottom
41,131,bottom
42,131,bottom
43,131,bottom
44,131,bottom
45,131,bottom
46,131,bottom
47,131,bottom
48,131,bottom
49,131,bottom
50,131,bottom
0,26,middle
1,48,middle
2,78,middle
3,87,middle
4,103,middle
5,127,middle
6,142,middle
7,164,middle
8,188,middle
9,208,middle
10,230,middle
11,246,middle
12,264,middle
13,291,middle
14,303,middle
15,311,middle
16,315,middle
17,316,middle
18,321,middle
19,321,middle
20,321,middle
21,321,middle
22,321,middle
23,321,middle
24,323,middle
25,323,middle
26,324,middle
27,324,middle
28,324,middle
29,324,middle
30,324,middle
31,324,middle
32,324,middle
33,324,middle
34,324,middle
35,324,middle
36,324,middle
37,324,middle
38,324,middle
39,324,middle
40,324,middle
41,324,middle
42,324,middle
43,324,middle
44,324,middle
45,324,middle
46,324,middle
47,325,middle
48,325,middle
49,325,middle
50,325,middle
0,1,middle
1,1,middle
2,1,middle
3,1,middle
4,1,middle
5,1,middle
6,1,middle
7,1,middle
8,5,middle
9,10,middle
10,16,middle
11,24,middle
12,31,middle
13,38,middle
14,41,middle
15,42,middle
16,43,middle
17,43,middle
18,43,middle
19,43,middle
20,43,middle
21,43,middle
22,43,middle
23,44,middle
24,46,middle
25,46,middle
26,47,middle
27,48,middle
28,49,middle
29,49,middle
30,49,middle
31,49,middle
32,49,middle
33,50,middle
34,50,middle
35,50,middle
36,50,middle
37,50,middle
38,50,middle
39,53,middle
40,53,middle
41,53,middle
42,54,middle
43,55,middle
44,55,middle
45,55,middle
46,55,middle
47,55,middle
48,57,middle
49,57,middle
50,57,middle
0,5,middle
1,17,middle
2,23,middle
3,34,middle
4,43,middle
5,69,middle
6,98,middle
7,123,middle
8,147,middle
9,170,middle
10,191,middle
11,218,middle
12,240,middle
13,267,middle
14,295,middle
15,324,middle
16,349,middle
17,376,middle
18,406,middle
19,425,middle
20,447,middle
21,472,middle
22,492,middle
23,519,middle
24,533,middle
25,552,middle
26,569,middle
27,583,middle
28,593,middle
29,607,middle
30,618,middle
31,627,middle
32,633,middle
33,643,middle
34,648,middle
35,653,middle
36,656,middle
37,658,middle
38,658,middle
39,658,middle
40,658,middle
41,658,middle
42,658,middle
43,658,middle
44,658,middle
45,658,middle
46,658,middle
47,658,middle
48,658,middle
49,658,middle
50,658,middle
0,2,middle
1,2,middle
2,13,middle
3,21,middle
4,32,middle
5,44,middle
6,51,middle
7,55,middle
8,57,middle
9,58,middle
10,65,middle
11,77,middle
12,83,middle
13,86,middle
14,95,middle
15,103,middle
16,106,middle
17,108,middle
18,108,middle
19,108,middle
20,108,middle
21,108,middle
22,108,middle
23,108,middle
24,108,middle
25,108,middle
26,108,middle
27,108,middle
28,108,middle
29,109,middle
30,109,middle
31,109,middle
32,109,middle
33,109,middle
34,109,middle
35,109,middle
36,109,middle
37,109,middle
38,109,middle
39,109,middle
40,109,middle
41,109,middle
42,109,middle
43,109,middle
44,109,middle
45,109,middle
46,109,middle
47,109,middle
48,109,middle
49,109,middle
50,109,middle
0,10,middle
1,24,middle
2,43,middle
3,57,middle
4,64,middle
5,76,middle
6,97,middle
7,113,middle
8,131,middle
9,148,middle
10,162,middle
11,173,middle
12,173,middle
13,173,middle
14,173,middle
15,173,middle
16,173,middle
17,173,middle
18,173,middle
19,173,middle
20,174,middle
21,174,middle
22,174,middle
23,174,middle
24,174,middle
25,174,middle
26,174,middle
27,174,middle
28,174,middle
29,174,middle
30,174,middle
31,174,middle
32,174,middle
33,174,middle
34,174,middle
35,174,middle
36,174,middle
37,174,middle
38,174,middle
39,174,middle
40,174,middle
41,174,middle
42,174,middle
43,174,middle
44,174,middle
45,174,middle
46,174,middle
47,174,middle
48,174,middle
49,174,middle
50,174,middle
0,10,middle
1,19,middle
2,32,middle
3,41,middle
4,61,middle
5,75,middle
6,83,middle
7,93,middle
8,96,middle
9,103,middle
10,108,middle
11,109,middle
12,115,middle
13,123,middle
14,126,middle
15,130,middle
16,130,middle
17,131,middle
18,131,middle
19,131,middle
20,131,middle
21,134,middle
22,137,middle
23,140,middle
24,140,middle
25,143,middle
26,147,middle
27,151,middle
28,161,middle
29,166,middle
30,170,middle
31,174,middle
32,175,middle
33,177,middle
34,183,middle
35,190,middle
36,203,middle
37,205,middle
38,232,middle
39,232,middle
40,232,middle
41,232,middle
42,232,middle
43,232,middle
44,232,middle
45,232,middle
46,232,middle
47,232,middle
48,232,middle
49,232,middle
50,232,middle
0,1,middle
1,5,middle
2,16,middle
3,19,middle
4,23,middle
5,30,middle
6,36,middle
7,44,middle
8,57,middle
9,73,middle
10,89,middle
11,98,middle
12,110,middle
13,116,middle
14,121,middle
15,129,middle
16,134,middle
17,140,middle
18,143,middle
19,144,middle
20,145,middle
21,147,middle
22,148,middle
23,148,middle
24,149,middle
25,149,middle
26,149,middle
27,149,middle
28,149,middle
29,149,middle
30,149,middle
31,149,middle
32,149,middle
33,149,middle
34,149,middle
35,149,middle
36,149,middle
37,150,middle
38,150,middle
39,150,middle
40,150,middle
41,150,middle
42,150,middle
43,150,middle
44,150,middle
45,150,middle
46,150,middle
47,150,middle
48,150,middle
49,150,middle
50,150,middle
0,6,middle
1,13,middle
2,22,middle
3,31,middle
4,48,middle
5,61,middle
6,70,middle
7,80,middle
8,87,middle
9,91,middle
10,96,middle
11,106,middle
12,114,middle
13,119,middle
14,121,middle
15,127,middle
16,133,middle
17,139,middle
18,141,middle
19,141,middle
20,142,middle
21,144,middle
22,148,middle
23,150,middle
24,158,middle
25,159,middle
26,161,middle
27,162,middle
28,162,middle
29,162,middle
30,162,middle
31,162,middle
32,162,middle
33,162,middle
34,162,middle
35,162,middle
36,162,middle
37,162,middle
38,162,middle
39,162,middle
40,162,middle
41,162,middle
42,162,middle
43,162,middle
44,162,middle
45,162,middle
46,162,middle
47,162,middle
48,162,middle
49,162,middle
50,162,middle
0,2,middle
1,17,middle
2,37,middle
3,58,middle
4,72,middle
5,78,middle
6,94,middle
7,107,middle
8,118,middle
9,125,middle
10,146,middle
11,163,middle
12,174,middle
13,185,middle
14,193,middle
15,207,middle
16,215,middle
17,217,middle
18,217,middle
19,217,middle
20,217,middle
21,217,middle
22,220,middle
23,220,middle
24,220,middle
25,220,middle
26,220,middle
27,220,middle
28,220,middle
29,220,middle
30,221,middle
31,221,middle
32,221,middle
33,221,middle
34,221,middle
35,221,middle
36,221,middle
37,221,middle
38,221,middle
39,221,middle
40,221,middle
41,221,middle
42,221,middle
43,221,middle
44,221,middle
45,221,middle
46,221,middle
47,221,middle
48,221,middle
49,221,middle
50,221,middle
0,13,bottom
1,29,bottom
2,35,bottom
3,40,bottom
4,42,bottom
5,44,bottom
6,47,bottom
7,49,bottom
8,52,bottom
9,57,bottom
10,61,bottom
11,67,bottom
12,70,bottom
13,70,bottom
14,70,bottom
15,70,bottom
16,70,bottom
17,70,bottom
18,70,bottom
19,70,bottom
20,70,bottom
21,70,bottom
22,70,bottom
23,70,bottom
24,70,bottom
25,71,bottom
26,71,bottom
27,71,bottom
28,71,bottom
29,71,bottom
30,71,bottom
31,71,bottom
32,71,bottom
33,71,bottom
34,71,bottom
35,71,bottom
36,71,bottom
37,71,bottom
38,71,bottom
39,71,bottom
40,71,bottom
41,71,bottom
42,71,bottom
43,71,bottom
44,71,bottom
45,71,bottom
46,71,bottom
47,71,bottom
48,71,bottom
49,71,bottom
50,71,bottom
0,2,top
1,75,top
2,124,top
3,160,top
4,217,top
5,246,top
6,275,top
7,305,top
8,344,top
9,375,top
10,404,top
11,428,top
12,455,top
13,481,top
14,510,top
15,540,top
16,564,top
17,586,top
18,610,top
19,636,top
20,657,top
21,658,top
22,658,top
23,658,top
24,658,top
25,658,top
26,658,top
27,658,top
28,658,top
29,658,top
30,659,top
31,659,top
32,659,top
33,659,top
34,659,top
35,659,top
36,659,top
37,659,top
38,659,top
39,659,top
40,659,top
41,659,top
42,659,top
43,659,top
44,659,top
45,659,top
46,659,top
47,659,top
48,659,top
49,659,top
50,659,top
0,1,middle
1,4,middle
2,13,middle
3,30,middle
4,38,middle
5,51,middle
6,63,middle
7,91,middle
8,111,middle
9,133,middle
10,157,middle
11,157,middle
12,157,middle
13,157,middle
14,157,middle
15,157,middle
16,157,middle
17,157,middle
18,157,middle
19,157,middle
20,157,middle
21,157,middle
22,157,middle
23,158,middle
24,158,middle
25,158,middle
26,158,middle
27,158,middle
28,158,middle
29,158,middle
30,158,middle
31,158,middle
32,158,middle
33,158,middle
34,158,middle
35,158,middle
36,158,middle
37,158,middle
38,158,middle
39,158,middle
40,158,middle
41,158,middle
42,158,middle
43,158,middle
44,158,middle
45,158,middle
46,158,middle
47,158,middle
48,158,middle
49,158,middle
50,158,middle
0,20,middle
1,38,middle
2,54,middle
3,62,middle
4,84,middle
5,97,middle
6,119,middle
7,141,middle
8,178,middle
9,195,middle
10,204,middle
11,210,middle
12,226,middle
13,234,middle
14,248,middle
15,256,middle
16,259,middle
17,266,middle
18,268,middle
19,268,middle
20,268,middle
21,268,middle
22,268,middle
23,268,middle
24,269,middle
25,269,middle
26,269,middle
27,269,middle
28,269,middle
29,269,middle
30,269,middle
31,269,middle
32,269,middle
33,269,middle
34,269,middle
35,269,middle
36,269,middle
37,269,middle
38,269,middle
39,269,middle
40,269,middle
41,269,middle
42,269,middle
43,269,middle
44,269,middle
45,269,middle
46,269,middle
47,269,middle
48,269,middle
49,269,middle
50,269,middle
0,10,middle
1,12,middle
2,17,middle
3,20,middle
4,27,middle
5,39,middle
6,46,middle
7,55,middle
8,65,middle
9,76,middle
10,83,middle
11,97,middle
12,105,middle
13,114,middle
14,129,middle
15,139,middle
16,149,middle
17,156,middle
18,162,middle
19,165,middle
20,167,middle
21,171,middle
22,176,middle
23,178,middle
24,184,middle
25,186,middle
26,187,middle
27,188,middle
28,191,middle
29,197,middle
30,206,middle
31,213,middle
32,226,middle
33,234,middle
34,236,middle
35,242,middle
36,243,middle
37,244,middle
38,244,middle
39,245,middle
40,249,middle
41,249,middle
42,249,middle
43,249,middle
44,249,middle
45,249,middle
46,249,middle
47,250,middle
48,250,middle
49,250,middle
50,250,middle
0,8,bottom
1,23,bottom
2,32,bottom
3,56,bottom
4,66,bottom
5,83,bottom
6,87,bottom
7,102,bottom
8,110,bottom
9,111,bottom
10,111,bottom
11,111,bottom
12,111,bottom
13,111,bottom
14,111,bottom
15,111,bottom
16,111,bottom
17,112,bottom
18,112,bottom
19,112,bottom
20,112,bottom
21,112,bottom
22,112,bottom
23,112,bottom
24,112,bottom
25,112,bottom
26,112,bottom
27,112,bottom
28,112,bottom
29,112,bottom
30,112,bottom
31,112,bottom
32,112,bottom
33,112,bottom
34,112,bottom
35,112,bottom
36,112,bottom
37,112,bottom
38,112,bottom
39,112,bottom
40,112,bottom
41,112,bottom
42,112,bottom
43,112,bottom
44,112,bottom
45,112,bottom
46,112,bottom
47,112,bottom
48,112,bottom
49,112,bottom
50,112,bottom
0,13,middle
1,32,middle
2,61,middle
3,96,middle
4,117,middle
5,157,middle
6,183,middle
7,214,middle
8,228,middle
9,253,middle
10,260,middle
11,266,middle
12,300,middle
13,337,middle
14,385,middle
15,409,middle
16,437,middle
17,452,middle
18,461,middle
19,472,middle
20,489,middle
21,502,middle
22,520,middle
23,528,middle
24,537,middle
25,544,middle
26,553,middle
27,566,middle
28,575,middle
29,588,middle
30,597,middle
31,597,middle
32,598,middle
33,598,middle
34,598,middle
35,598,middle
36,598,middle
37,598,middle
38,598,middle
39,598,middle
40,598,middle
41,598,middle
42,598,middle
43,598,middle
44,598,middle
45,598,middle
46,598,middle
47,598,middle
48,598,middle
49,598,middle
50,598,middle
0,2,middle
1,15,middle
2,25,middle
3,30,middle
4,34,middle
5,44,middle
6,48,middle
7,59,middle
8,68,middle
9,77,middle
10,89,middle
11,95,middle
12,110,middle
13,121,middle
14,135,middle
15,139,middle
16,144,middle
17,148,middle
18,152,middle
19,158,middle
20,160,middle
21,161,middle
22,165,middle
23,169,middle
24,173,middle
25,176,middle
26,180,middle
27,183,middle
28,184,middle
29,188,middle
30,194,middle
31,197,middle
32,200,middle
33,203,middle
34,206,middle
35,209,middle
36,209,middle
37,209,middle
38,209,middle
39,210,middle
40,210,middle
41,210,middle
42,210,middle
43,210,middle
44,210,middle
45,210,middle
46,210,middle
47,210,middle
48,210,middle
49,210,middle
50,210,middle
0,5,bottom
1,9,bottom
2,11,bottom
3,13,bottom
4,19,bottom
5,21,bottom
6,34,bottom
7,40,bottom
8,44,bottom
9,45,bottom
10,49,bottom
11,52,bottom
12,56,bottom
13,57,bottom
14,58,bottom
15,67,bottom
16,68,bottom
17,69,bottom
18,70,bottom
19,70,bottom
20,70,bottom
21,70,bottom
22,71,bottom
23,71,bottom
24,71,bottom
25,71,bottom
26,71,bottom
27,71,bottom
28,71,bottom
29,71,bottom
30,71,bottom
31,71,bottom
32,71,bottom
33,71,bottom
34,71,bottom
35,71,bottom
36,71,bottom
37,71,bottom
38,71,bottom
39,71,bottom
40,71,bottom
41,71,bottom
42,71,bottom
43,71,bottom
44,71,bottom
45,71,bottom
46,71,bottom
47,71,bottom
48,71,bottom
49,71,bottom
50,71,bottom
0,12,middle
1,27,middle
2,42,middle
3,60,middle
4,87,middle
5,121,middle
6,141,middle
7,161,middle
8,161,middle
9,161,middle
10,161,middle
11,161,middle
12,161,middle
13,161,middle
14,161,middle
15,161,middle
16,161,middle
17,161,middle
18,161,middle
19,161,middle
20,161,middle
21,161,middle
22,161,middle
23,161,middle
24,162,middle
25,162,middle
26,162,middle
27,162,middle
28,162,middle
29,162,middle
30,162,middle
31,162,middle
32,162,middle
33,162,middle
34,162,middle
35,162,middle
36,162,middle
37,162,middle
38,162,middle
39,162,middle
40,162,middle
41,162,middle
42,162,middle
43,162,middle
44,162,middle
45,162,middle
46,162,middle
47,162,middle
48,162,middle
49,162,middle
50,162,middle
0,3,middle
1,19,middle
2,23,middle
3,30,middle
4,41,middle
5,56,middle
6,61,middle
7,70,middle
8,76,middle
9,80,middle
10,80,middle
11,83,middle
12,88,middle
13,90,middle
14,90,middle
15,91,middle
16,96,middle
17,99,middle
18,99,middle
19,99,middle
20,99,middle
21,99,middle
22,100,middle
23,100,middle
24,100,middle
25,100,middle
26,100,middle
27,100,middle
28,100,middle
29,100,middle
30,100,middle
31,100,middle
32,100,middle
33,100,middle
34,100,middle
35,100,middle
36,100,middle
37,100,middle
38,100,middle
39,100,middle
40,100,middle
41,100,middle
42,100,middle
43,100,middle
44,100,middle
45,100,middle
46,100,middle
47,100,middle
48,100,middle
49,100,middle
50,100,middle
0,6,middle
1,19,middle
2,26,middle
3,40,middle
4,59,middle
5,80,middle
6,96,middle
7,118,middle
8,140,middle
9,171,middle
10,185,middle
11,206,middle
12,218,middle
13,235,middle
14,250,middle
15,272,middle
16,299,middle
17,321,middle
18,333,middle
19,341,middle
20,358,middle
21,370,middle
22,382,middle
23,385,middle
24,393,middle
25,396,middle
26,398,middle
27,398,middle
28,398,middle
29,398,middle
30,398,middle
31,398,middle
32,398,middle
33,398,middle
34,399,middle
35,399,middle
36,399,middle
37,399,middle
38,399,middle
39,399,middle
40,399,middle
41,399,middle
42,399,middle
43,399,middle
44,399,middle
45,399,middle
46,399,middle
47,399,middle
48,399,middle
49,399,middle
50,399,middle
0,3,bottom
1,8,bottom
2,15,bottom
3,16,bottom
4,17,bottom
5,17,bottom
6,21,bottom
7,21,bottom
8,21,bottom
9,21,bottom
10,22,bottom
11,22,bottom
12,22,bottom
13,23,bottom
14,23,bottom
15,24,bottom
16,24,bottom
17,24,bottom
18,24,bottom
19,24,bottom
20,26,bottom
21,27,bottom
22,27,bottom
23,27,bottom
24,27,bottom
25,27,bottom
26,27,bottom
27,27,bottom
28,27,bottom
29,27,bottom
30,27,bottom
31,27,bottom
32,27,bottom
33,27,bottom
34,27,bottom
35,27,bottom
36,27,bottom
37,27,bottom
38,27,bottom
39,27,bottom
40,27,bottom
41,27,bottom
42,27,bottom
43,27,bottom
44,27,bottom
45,27,bottom
46,27,bottom
47,27,bottom
48,27,bottom
49,27,bottom
50,27,bottom
0,5,bottom
1,15,bottom
2,22,bottom
3,30,bottom
4,42,bottom
5,54,bottom
6,62,bottom
7,67,bottom
8,71,bottom
9,78,bottom
10,84,bottom
11,86,bottom
12,88,bottom
13,94,bottom
14,101,bottom
15,105,bottom
16,109,bottom
17,112,bottom
18,115,bottom
19,116,bottom
20,121,bottom
21,128,bottom
22,132,bottom
23,139,bottom
24,147,bottom
25,154,bottom
26,158,bottom
27,158,bottom
28,158,bottom
29,158,bottom
30,159,bottom
31,159,bottom
32,159,bottom
33,159,bottom
34,159,bottom
35,159,bottom
36,159,bottom
37,159,bottom
38,159,bottom
39,159,bottom
40,159,bottom
41,159,bottom
42,159,bottom
43,159,bottom
44,159,bottom
45,159,bottom
46,159,bottom
47,159,bottom
48,159,bottom
49,159,bottom
50,159,bottom
0,1,bottom
1,4,bottom
2,15,bottom
3,17,bottom
4,22,bottom
5,27,bottom
6,31,bottom
7,35,bottom
8,41,bottom
9,43,bottom
10,43,bottom
11,45,bottom
12,45,bottom
13,45,bottom
14,45,bottom
15,47,bottom
16,48,bottom
17,49,bottom
18,53,bottom
19,58,bottom
20,61,bottom
21,64,bottom
22,68,bottom
23,70,bottom
24,71,bottom
25,71,bottom
26,71,bottom
27,71,bottom
28,71,bottom
29,71,bottom
30,71,bottom
31,71,bottom
32,71,bottom
33,71,bottom
34,71,bottom
35,71,bottom
36,71,bottom
37,71,bottom
38,71,bottom
39,71,bottom
40,71,bottom
41,71,bottom
42,71,bottom
43,71,bottom
44,71,bottom
45,71,bottom
46,71,bottom
47,71,bottom
48,71,bottom
49,71,bottom
50,71,bottom
0,7,middle
1,34,middle
2,43,middle
3,55,middle
4,62,middle
5,73,middle
6,85,middle
7,91,middle
8,104,middle
9,116,middle
10,126,middle
11,139,middle
12,149,middle
13,157,middle
14,165,middle
15,175,middle
16,176,middle
17,184,middle
18,187,middle
19,189,middle
20,191,middle
21,195,middle
22,195,middle
23,195,middle
24,195,middle
25,195,middle
26,195,middle
27,195,middle
28,195,middle
29,195,middle
30,195,middle
31,195,middle
32,195,middle
33,195,middle
34,195,middle
35,195,middle
36,195,middle
37,195,middle
38,195,middle
39,196,middle
40,196,middle
41,196,middle
42,196,middle
43,196,middle
44,196,middle
45,196,middle
46,196,middle
47,196,middle
48,196,middle
49,196,middle
50,196,middle
0,1,middle
1,24,middle
2,46,middle
3,67,middle
4,85,middle
5,97,middle
6,117,middle
7,131,middle
8,146,middle
9,166,middle
10,178,middle
11,183,middle
12,183,middle
13,183,middle
14,183,middle
15,183,middle
16,183,middle
17,183,middle
18,183,middle
19,183,middle
20,183,middle
21,183,middle
22,183,middle
23,183,middle
24,183,middle
25,183,middle
26,184,middle
27,184,middle
28,184,middle
29,184,middle
30,184,middle
31,184,middle
32,184,middle
33,184,middle
34,184,middle
35,184,middle
36,184,middle
37,184,middle
38,184,middle
39,184,middle
40,184,middle
41,184,middle
42,184,middle
43,184,middle
44,184,middle
45,184,middle
46,184,middle
47,184,middle
48,184,middle
49,184,middle
50,184,middle
0,4,middle
1,10,middle
2,15,middle
3,27,middle
4,33,middle
5,46,middle
6,62,middle
7,85,middle
8,98,middle
9,105,middle
10,115,middle
11,124,middle
12,137,middle
13,148,middle
14,158,middle
15,171,middle
16,178,middle
17,182,middle
18,188,middle
19,195,middle
20,200,middle
21,201,middle
22,205,middle
23,207,middle
24,207,middle
25,207,middle
26,207,middle
27,207,middle
28,207,middle
29,207,middle
30,208,middle
31,208,middle
32,208,middle
33,208,middle
34,208,middle
35,208,middle
36,208,middle
37,208,middle
38,208,middle
39,208,middle
40,208,middle
41,208,middle
42,208,middle
43,208,middle
44,208,middle
45,208,middle
46,208,middle
47,208,middle
48,208,middle
49,208,middle
50,208,middle
0,12,bottom
1,22,bottom
2,31,bottom
3,34,bottom
4,36,bottom
5,40,bottom
6,42,bottom
7,43,bottom
8,44,bottom
9,49,bottom
10,51,bottom
11,53,bottom
12,54,bottom
13,54,bottom
14,56,bottom
15,58,bottom
16,60,bottom
17,62,bottom
18,64,bottom
19,65,bottom
20,65,bottom
21,65,bottom
22,65,bottom
23,65,bottom
24,65,bottom
25,66,bottom
26,68,bottom
27,72,bottom
28,73,bottom
29,75,bottom
30,77,bottom
31,77,bottom
32,77,bottom
33,77,bottom
34,79,bottom
35,79,bottom
36,79,bottom
37,79,bottom
38,79,bottom
39,80,bottom
40,80,bottom
41,80,bottom
42,80,bottom
43,80,bottom
44,80,bottom
45,80,bottom
46,80,bottom
47,80,bottom
48,80,bottom
49,80,bottom
50,80,bottom
0,4,middle
1,9,middle
2,15,middle
3,24,middle
4,31,middle
5,45,middle
6,53,middle
7,59,middle
8,61,middle
9,68,middle
10,74,middle
11,77,middle
12,78,middle
13,84,middle
14,90,middle
15,92,middle
16,102,middle
17,110,middle
18,114,middle
19,118,middle
20,128,middle
21,133,middle
22,136,middle
23,138,middle
24,138,middle
25,138,middle
26,138,middle
27,138,middle
28,138,middle
29,138,middle
30,138,middle
31,138,middle
32,138,middle
33,138,middle
34,138,middle
35,138,middle
36,138,middle
37,138,middle
38,138,middle
39,138,middle
40,138,middle
41,138,middle
42,138,middle
43,138,middle
44,138,middle
45,138,middle
46,138,middle
47,138,middle
48,138,middle
49,138,middle
50,138,middle
0,6,bottom
1,12,bottom
2,13,bottom
3,15,bottom
4,23,bottom
5,26,bottom
6,31,bottom
7,34,bottom
8,39,bottom
9,41,bottom
10,42,bottom
11,42,bottom
12,43,bottom
13,45,bottom
14,46,bottom
15,47,bottom
16,49,bottom
17,50,bottom
18,52,bottom
19,52,bottom
20,52,bottom
21,52,bottom
22,52,bottom
23,52,bottom
24,53,bottom
25,54,bottom
26,56,bottom
27,56,bottom
28,56,bottom
29,56,bottom
30,56,bottom
31,56,bottom
32,56,bottom
33,56,bottom
34,56,bottom
35,56,bottom
36,56,bottom
37,56,bottom
38,56,bottom
39,56,bottom
40,56,bottom
41,56,bottom
42,56,bottom
43,56,bottom
44,56,bottom
45,56,bottom
46,56,bottom
47,56,bottom
48,56,bottom
49,56,bottom
50,56,bottom
0,33,middle
1,58,middle
2,97,middle
3,105,middle
4,117,middle
5,143,middle
6,151,middle
7,162,middle
8,177,middle
9,180,middle
10,183,middle
11,184,middle
12,191,middle
